,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport
3270,4132-KALRO,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes
5352,6559-PDZLR,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes
2059,7483-IQWIB,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No
4930,8180-AKMJV,Female,0,No,No,1,Yes,No,DSL,No,No,No,No
5016,4140-WJAWW,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2673,8429-XIBUM,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No
1680,5451-MHQOF,Male,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
4747,8884-FEEWR,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4230,5108-ADXWO,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No
6301,7872-RDDLZ,Female,1,No,No,67,Yes,Yes,DSL,No,Yes,No,No
2014,4418-LZMSV,Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes
1906,2361-FJWNO,Male,0,No,No,40,No,No phone service,DSL,No,Yes,No,Yes
3598,6185-TASNN,Male,1,No,No,1,Yes,No,DSL,No,No,No,No
3160,2253-KPMNB,Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes
6810,7758-XKCBS,Male,0,No,No,15,No,No phone service,DSL,No,No,No,Yes
5618,9932-WBWIK,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6645,8006-PYCSW,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5232,1755-RMCXH,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2328,4238-JSSWH,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No
3261,2378-YIZKA,Female,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes
3220,8205-VSLRB,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes
688,0946-FKYTX,Male,0,No,No,52,No,No phone service,DSL,No,Yes,No,No
2334,9121-PHQSR,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No
5836,2862-JVEOY,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1990,4514-GFCFI,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No
3964,2632-IVXVF,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
1434,1571-SAVHK,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes
899,2267-FPIMA,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No
721,8434-VGEQQ,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service
704,1456-TWCGB,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,No
2167,9061-TIHDA,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No
2669,4659-NZRUF,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No
5647,7502-BNYGS,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No
925,5393-HJZSM,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes
4481,8644-XYTSV,Male,0,Yes,No,42,No,No phone service,DSL,Yes,No,No,No
1018,3748-FVMZZ,Male,0,No,No,4,No,No phone service,DSL,No,No,No,Yes
4661,9415-ZNBSX,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes
571,7025-WCBNE,Male,1,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes
1729,8226-BXGES,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
310,1098-TDVUQ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1840,6990-YNRIO,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
1819,6701-DHKWQ,Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes
4668,1791-PQHBB,Female,0,No,Yes,2,Yes,No,DSL,Yes,No,No,No
5852,3398-ZOUAA,Male,1,Yes,No,21,Yes,No,Fiber optic,No,No,No,No
816,6275-YDUVO,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No
546,6986-IJDHX,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No
2101,2153-MREFK,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
2405,2929-ERCFZ,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No
5261,1409-PHXTF,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
4235,7629-WFGLW,Female,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
828,3104-OWCGK,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No
335,4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes
2573,4074-SJFFA,Female,0,No,No,1,Yes,No,DSL,No,No,No,No
4832,6478-HRRCZ,Male,0,Yes,No,32,Yes,No,DSL,Yes,Yes,No,Yes
5022,2599-CIPQE,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
1747,3198-VELRD,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No
896,8975-SKGRX,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
5676,9103-CXVOK,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2907,0611-DFXKO,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No
1402,6240-EURKS,Female,0,No,Yes,18,No,No phone service,DSL,No,No,No,No
1231,0384-RVBPI,Male,0,No,No,20,Yes,No,DSL,Yes,No,Yes,No
4,9237-HQITU,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No
6602,4657-FWVFY,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No
4695,9509-MPYOD,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6753,4114-QMKVN,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No
4389,1482-OXZSY,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No
6386,6656-GULJQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes
83,9919-YLNNG,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes
6421,2999-AANRQ,Female,0,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes
587,8752-IMQOS,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2130,8945-MUQUF,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No
4136,3079-BCHLN,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5785,0506-YLVKJ,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6976,5130-YPIRV,Female,0,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,No
5243,7661-CPURM,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,Yes
4323,3707-LRWZD,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No
6404,1428-IEDPR,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
6372,6368-TZZDT,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6511,5135-RDDQL,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No
3244,7966-YOTQW,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,No
2148,1345-GKDZZ,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4691,3791-LGQCY,Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No
2233,8097-VBQTZ,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes
6542,3315-TOTBP,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No
711,7929-DMBCV,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes
2048,9961-JBNMK,Male,1,No,No,21,Yes,No,Fiber optic,No,No,Yes,No
5914,3099-OONVS,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,Yes
5624,4462-CYWMH,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No
3783,1469-LBJQJ,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No
5544,9572-MTILT,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
202,3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No
440,0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
2881,4003-OCTMP,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes
4913,4994-OBRSZ,Male,0,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes
4498,0967-BMLBD,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3233,0928-JMXNP,Male,1,Yes,No,4,No,No phone service,DSL,No,No,Yes,No
228,4811-JBUVU,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes
4470,8242-JSVBO,Male,0,No,No,7,Yes,No,DSL,No,No,No,No
5528,9127-QRZMH,Male,0,Yes,No,44,Yes,No,DSL,Yes,Yes,No,Yes
2675,4878-BUNFV,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service
471,3583-EKAPL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No
2476,9135-MGVPY,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes
3014,5857-TYBCJ,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No
4450,4925-LMHOK,Male,0,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes
5172,9507-HSMMZ,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6293,7977-HXJKU,Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5594,0027-KWYKW,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No
5837,2969-QWUBZ,Female,0,No,No,2,No,No phone service,DSL,No,Yes,No,No
1212,4291-SHSBH,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No
3851,0206-OYVOC,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1535,7905-NJMXS,Male,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes
2299,6177-PEVRA,Female,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No
1624,2929-QNSRW,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No
4581,9084-OAYKL,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5231,1075-BGWOH,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No
1939,8267-KFGYD,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4418,0378-XSZPU,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No
2027,3778-FOAQW,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2847,6985-HAYWX,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No
4843,0902-XKXPN,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5211,8382-SHQEH,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No
6415,8224-UAXBZ,Female,0,Yes,No,58,No,No phone service,DSL,Yes,Yes,No,No
5625,8963-MQVYN,Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service
737,2521-NPUZR,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
2137,8612-GXIDD,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
1900,0754-EEBDC,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2124,7802-EFKNY,Male,0,Yes,No,5,No,No phone service,DSL,No,No,No,No
102,7123-WQUHX,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes
741,6923-JHPMP,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No
1646,2581-VKIRT,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes
6167,3154-CFSZG,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No
2170,8220-OCUFY,Female,0,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes
176,2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No
1910,6637-KYRCV,Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,No
3532,9474-PHLYD,Female,0,No,No,15,Yes,No,DSL,No,No,Yes,No
5225,5376-PCKNB,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No
6685,7605-SNLQG,Female,0,Yes,No,45,Yes,No,DSL,No,No,Yes,No
5761,1116-FRYVH,Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,No,Yes
3254,3629-ZNKXA,Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No
6733,4011-ARPHK,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,No
4001,7446-KQISO,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
6634,1465-VINDH,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No
559,3716-UVSPD,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes
2640,4391-LNRXK,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes
1120,1047-NNCBF,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No
4400,5215-LNLDJ,Female,0,Yes,Yes,7,No,No phone service,DSL,No,No,No,No
5953,6888-SBYAI,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No
473,4104-PVRPS,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes
2933,5220-AGAAX,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
4892,8875-AKBYH,Male,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No
3060,7089-XXAYG,Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,No
1854,6702-OHFWR,Male,1,No,No,1,No,No phone service,DSL,No,Yes,Yes,No
6904,6211-WHMYA,Female,1,No,No,64,No,No phone service,DSL,No,Yes,No,Yes
5410,4049-ZPALD,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No
797,6286-ZHAOK,Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
1188,0080-OROZO,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes
4026,0266-GMEAO,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
108,8597-CWYHH,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No
3430,9391-LMANN,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No
1332,4656-CAURT,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
5588,1660-HSOOQ,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No
4525,6578-KRMAW,Male,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No
4580,0825-CPPQH,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6018,8859-DZTGQ,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service
254,3675-YDUPJ,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4650,6509-TSGWN,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
752,1410-RSCMR,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes
1182,3164-YAXFY,Male,0,No,No,57,No,No phone service,DSL,Yes,No,Yes,No
5751,0932-YIXYU,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4776,0018-NYROU,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No
2609,4446-BZKHU,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No
2160,7101-HRBLJ,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes
528,7601-GNDYK,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2075,7901-TBKJX,Male,1,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No
6396,2974-GGUXS,Female,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No
1445,3211-AAPKX,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes
4887,9184-GALIL,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service
336,6680-NENYN,Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No
6060,4884-ZTHVF,Female,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No
5201,6202-JVYEU,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1098,9742-XOKTS,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
2126,5858-EAFCZ,Male,0,No,No,1,Yes,No,DSL,No,No,No,No
5371,0877-SDMBN,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No
5629,5028-HTLJB,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2840,7299-GNVPL,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes
505,5609-CEBID,Female,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No
1512,9314-IJWSQ,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No
1417,5651-WYIPH,Female,1,No,No,18,Yes,No,DSL,No,Yes,No,No
3178,2834-SPCJV,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No
4476,7434-SHXLS,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1848,7190-XHTWJ,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6302,9250-WYPLL,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No
409,7989-CHGTL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4639,7402-EYFXX,Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No
5274,6723-WSNTY,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
1610,3399-BMLVW,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes
6467,9494-MRNYX,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No
97,0278-YXOOG,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2229,3496-LFSZU,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No
4958,0060-FUALY,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No
512,5956-VKDTT,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No
853,7905-TVXTA,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes
2343,2637-FKFSY,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No
3311,6137-MFAJN,Female,0,No,No,48,No,No phone service,DSL,Yes,Yes,No,No
2569,8237-ULIXL,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
3883,8104-OSKWT,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No
3141,5649-ANRML,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes
2326,2266-SJNAT,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
4961,6954-OOYZZ,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No
1302,3230-IUALN,Female,0,Yes,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes
5255,8486-AYEQH,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No
2581,0380-ZCSBI,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4471,2479-BRAMR,Male,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No
2054,9734-UYXQI,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No
1007,6993-OHLXR,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No
5940,9711-FJTBX,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,Yes
6992,0218-QNVAS,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No
3057,7319-ZNRTR,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3909,1093-YSWCA,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service
535,5348-CAGXB,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No
5566,2302-OUZXB,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No
4766,1043-UXOVO,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
358,9057-MSWCO,Male,1,Yes,No,27,No,No phone service,DSL,Yes,No,No,No
4981,8008-HAWED,Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,No
4511,3633-CDBUW,Male,0,No,Yes,17,Yes,No,DSL,No,Yes,Yes,Yes
6918,8267-ZNYVZ,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes
5027,3247-ZVOUO,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No
2556,8868-GAGIO,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No
6638,4990-ALDGW,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1311,3941-XTSKM,Male,0,Yes,Yes,42,No,No phone service,DSL,No,Yes,Yes,No
5480,2275-RBYQS,Female,0,No,No,1,Yes,No,DSL,No,No,No,No
4104,3345-PBBFH,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No
3005,0516-QREYC,Female,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5472,4277-UDIEF,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes
4711,5871-DGTXZ,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5845,4581-SSPWD,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No
4960,7480-QNVZJ,Male,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,No
1466,8205-MQUGY,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No
5459,2657-VPXTA,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No
4794,0366-NQSHS,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1564,2660-EMUBI,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No
2921,0564-JJHGS,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No
4826,3389-YGYAI,Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No
3055,0617-FHSGK,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No
1126,0927-LCSMG,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No
1496,3195-TQDZX,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5076,1644-IRKSF,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No
5394,5118-MUEYH,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes
6922,9398-MMQTO,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No
634,9411-TPQQV,Female,0,No,No,40,No,No phone service,DSL,Yes,No,No,Yes
1662,2058-DCJBE,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No
2727,3387-VATUS,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No
678,5760-IFJOZ,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No
2857,7771-CFQRQ,Female,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes
1116,8461-EFQYM,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
2533,5397-NSKQG,Male,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,No
2174,1178-PZGAB,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1847,1098-KFQEC,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6390,6994-FGRHH,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes
362,0104-PPXDV,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No
4624,0325-XBFAC,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No
4753,5729-KLZAR,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No
46,5948-UJZLF,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No
10,9763-GRSKD,Male,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,No
6781,4919-MOAVT,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No
236,0621-JFHOL,Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes
3460,2669-OIDSD,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes
3104,6860-YRJZP,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No
5966,8019-ENHXU,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
2910,5622-UEJFI,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
3374,7580-UGXNC,Female,1,No,No,2,Yes,No,DSL,Yes,Yes,No,No
1845,4115-UMJFQ,Male,0,No,No,69,No,No phone service,DSL,No,Yes,Yes,No
4632,4760-XOHVN,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2774,9375-MHRRS,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes
5135,1156-ZFYDO,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2897,8234-GSZYK,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
6010,3460-TJBWI,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
3001,4568-TTZRT,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6340,3323-CPBWR,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes
3651,2900-PHPLN,Female,1,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service
95,8637-XJIVR,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No
3853,7128-GGCNO,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No
